KundenID;Geschlecht;Geburtsdatum;Adresse;PLZ;Ort
11370;weiblich;1959-10-06;Musterstraße 61;50667;Köln
11371;männlich;1986-09-22;Musterstraße 57;60311;Frankfurt
11372;männlich;1963-07-25;Musterstraße 60;04109;Leipzig
11373;weiblich;1943-09-15;Musterstraße 54;70173;Stuttgart
11374;divers;1983-01-15;Musterstraße 80;04109;Leipzig
11375;männlich;2009-03-17;Musterstraße 69;40213;Düsseldorf
11376;männlich;1963-03-25;Musterstraße 8;80331;München
11377;weiblich;1956-11-19;Musterstraße 88;50667;Köln
11378;weiblich;1954-07-03;Musterstraße 7;50667;Köln
11379;divers;1955-09-12;Musterstraße 90;40213;Düsseldorf
11380;divers;2001-09-19;Musterstraße 59;50667;Köln
11381;weiblich;1986-02-25;Musterstraße 4;20095;Hamburg
11382;divers;2001-10-21;Musterstraße 57;44135;Dortmund
11383;weiblich;1981-02-27;Musterstraße 16;70173;Stuttgart
11384;divers;1949-11-30;Musterstraße 27;20095;Hamburg
11385;weiblich;1986-10-22;Musterstraße 82;10115;Berlin
11386;divers;1987-10-20;Musterstraße 78;20095;Hamburg
11387;divers;1996-10-31;Musterstraße 18;44135;Dortmund
11388;weiblich;1953-11-04;Musterstraße 50;10115;Berlin
11389;weiblich;1985-09-26;Musterstraße 14;40213;Düsseldorf
11390;divers;1976-02-08;Musterstraße 8;04109;Leipzig
11391;männlich;2001-07-15;Musterstraße 75;80331;München
11392;weiblich;1996-04-03;Musterstraße 47;40213;Düsseldorf
11393;männlich;1990-11-16;Musterstraße 48;20095;Hamburg
11394;weiblich;1970-12-04;Musterstraße 49;45127;Essen
11395;weiblich;1977-05-28;Musterstraße 40;80331;München
11396;divers;1986-12-13;Musterstraße 74;40213;Düsseldorf
11397;männlich;1985-11-14;Musterstraße 63;10115;Berlin
11398;divers;2008-02-11;Musterstraße 22;80331;München
11399;divers;1989-08-29;Musterstraße 87;80331;München
11400;divers;2008-03-22;Musterstraße 79;04109;Leipzig
11401;weiblich;1977-09-29;Musterstraße 10;10115;Berlin
11402;divers;1974-05-25;Musterstraße 97;45127;Essen
11403;divers;1973-02-19;Musterstraße 20;70173;Stuttgart
11404;divers;1941-05-26;Musterstraße 97;44135;Dortmund
11405;männlich;1986-06-26;Musterstraße 72;70173;Stuttgart
11406;weiblich;2003-07-11;Musterstraße 89;04109;Leipzig
11407;männlich;1962-09-19;Musterstraße 87;44135;Dortmund
11408;weiblich;2009-09-12;Musterstraße 2;10115;Berlin
11409;männlich;1968-10-23;Musterstraße 21;45127;Essen
11410;weiblich;1996-01-08;Musterstraße 75;20095;Hamburg
11411;männlich;1949-04-12;Musterstraße 92;45127;Essen
11412;männlich;2005-02-21;Musterstraße 2;10115;Berlin
11413;weiblich;1946-09-18;Musterstraße 34;20095;Hamburg
11414;divers;2004-11-29;Musterstraße 63;10115;Berlin
11415;weiblich;1983-05-28;Musterstraße 98;60311;Frankfurt
11416;weiblich;2001-06-10;Musterstraße 56;50667;Köln
11417;männlich;1999-09-22;Musterstraße 80;60311;Frankfurt
11418;divers;1982-07-01;Musterstraße 73;20095;Hamburg
11419;divers;2002-01-01;Musterstraße 94;20095;Hamburg
11420;weiblich;2001-05-26;Musterstraße 11;20095;Hamburg
11421;männlich;1949-05-02;Musterstraße 66;40213;Düsseldorf
11422;männlich;1961-08-12;Musterstraße 15;40213;Düsseldorf
11423;weiblich;1984-02-22;Musterstraße 64;60311;Frankfurt
11424;weiblich;1943-10-06;Musterstraße 57;04109;Leipzig
11425;weiblich;1990-01-06;Musterstraße 53;20095;Hamburg
11426;divers;1960-03-06;Musterstraße 70;45127;Essen
11427;weiblich;1940-11-15;Musterstraße 85;10115;Berlin
11428;männlich;1977-09-08;Musterstraße 97;10115;Berlin
11429;männlich;2003-09-14;Musterstraße 76;70173;Stuttgart
11430;weiblich;1995-03-04;Musterstraße 34;80331;München
11431;divers;1942-12-10;Musterstraße 61;50667;Köln
11432;weiblich;1947-07-31;Musterstraße 77;04109;Leipzig
11433;männlich;1982-04-26;Musterstraße 5;45127;Essen
11434;divers;1996-08-15;Musterstraße 26;45127;Essen
11435;weiblich;1959-06-25;Musterstraße 82;70173;Stuttgart
11436;divers;1986-10-13;Musterstraße 53;80331;München
11437;divers;1949-06-29;Musterstraße 40;70173;Stuttgart
11438;männlich;1980-11-05;Musterstraße 49;70173;Stuttgart
11439;weiblich;1999-04-10;Musterstraße 75;04109;Leipzig
11440;weiblich;1950-03-05;Musterstraße 61;40213;Düsseldorf
11441;männlich;1947-08-07;Musterstraße 40;10115;Berlin
11442;männlich;1943-03-30;Musterstraße 76;10115;Berlin
11443;weiblich;2007-08-07;Musterstraße 69;50667;Köln
11444;divers;1948-03-23;Musterstraße 45;40213;Düsseldorf
11445;weiblich;1961-08-17;Musterstraße 3;50667;Köln
11446;divers;1984-08-25;Musterstraße 94;44135;Dortmund
11447;divers;2006-07-25;Musterstraße 37;04109;Leipzig
11448;männlich;2004-06-11;Musterstraße 58;60311;Frankfurt
11449;divers;1972-10-17;Musterstraße 53;60311;Frankfurt
11450;weiblich;1997-11-25;Musterstraße 75;50667;Köln
11451;weiblich;2007-09-20;Musterstraße 99;20095;Hamburg
11452;divers;1958-08-20;Musterstraße 12;40213;Düsseldorf
11453;divers;2004-06-01;Musterstraße 17;04109;Leipzig
11454;weiblich;1940-09-01;Musterstraße 85;44135;Dortmund
11455;divers;2001-11-19;Musterstraße 61;70173;Stuttgart
11456;männlich;1991-04-27;Musterstraße 63;50667;Köln
11457;männlich;1989-01-27;Musterstraße 46;20095;Hamburg
11458;weiblich;1991-09-07;Musterstraße 17;80331;München
11459;männlich;2005-06-10;Musterstraße 52;60311;Frankfurt
11460;divers;1968-07-24;Musterstraße 59;50667;Köln
11461;divers;1966-07-18;Musterstraße 38;45127;Essen
11462;weiblich;1999-05-30;Musterstraße 91;20095;Hamburg
11463;weiblich;1985-05-09;Musterstraße 46;80331;München
11464;divers;2005-09-30;Musterstraße 25;60311;Frankfurt
11465;divers;1958-03-22;Musterstraße 86;04109;Leipzig
11466;männlich;1947-03-22;Musterstraße 66;50667;Köln
11467;weiblich;1967-09-16;Musterstraße 21;80331;München
11468;weiblich;1940-02-26;Musterstraße 19;45127;Essen
11469;divers;1964-07-30;Musterstraße 84;44135;Dortmund
11470;männlich;1966-06-03;Musterstraße 87;44135;Dortmund
11471;divers;1950-08-17;Musterstraße 83;80331;München
11472;divers;1983-05-20;Musterstraße 23;40213;Düsseldorf
11473;weiblich;1950-11-13;Musterstraße 25;45127;Essen
11474;weiblich;1982-10-21;Musterstraße 84;44135;Dortmund
11475;weiblich;1988-08-09;Musterstraße 26;45127;Essen
11476;weiblich;1993-10-17;Musterstraße 3;04109;Leipzig
11477;divers;1983-04-19;Musterstraße 17;60311;Frankfurt
11478;weiblich;1942-08-02;Musterstraße 93;45127;Essen
11479;divers;1980-06-11;Musterstraße 92;70173;Stuttgart
11480;weiblich;1946-03-11;Musterstraße 25;45127;Essen
11481;divers;1976-01-01;Musterstraße 85;50667;Köln
11482;divers;1955-05-13;Musterstraße 96;40213;Düsseldorf
11483;männlich;1987-01-22;Musterstraße 32;10115;Berlin
11484;weiblich;1956-06-11;Musterstraße 63;80331;München
11485;weiblich;1958-09-16;Musterstraße 89;04109;Leipzig
11486;divers;1940-09-27;Musterstraße 21;80331;München
11487;männlich;1979-12-26;Musterstraße 4;10115;Berlin
11488;divers;1998-11-26;Musterstraße 19;20095;Hamburg
11489;männlich;1979-05-15;Musterstraße 78;44135;Dortmund
11490;divers;1989-01-06;Musterstraße 36;10115;Berlin
11491;männlich;2002-03-11;Musterstraße 78;50667;Köln
11492;weiblich;1972-10-05;Musterstraße 70;45127;Essen
11493;weiblich;1959-01-15;Musterstraße 89;70173;Stuttgart
11494;männlich;1959-10-10;Musterstraße 16;40213;Düsseldorf
11495;weiblich;1991-06-13;Musterstraße 95;44135;Dortmund
11496;divers;1964-02-24;Musterstraße 57;50667;Köln
11497;weiblich;1982-09-05;Musterstraße 42;60311;Frankfurt
11498;weiblich;2002-03-07;Musterstraße 94;20095;Hamburg
11499;divers;1963-04-17;Musterstraße 27;60311;Frankfurt
11500;divers;1953-06-23;Musterstraße 95;44135;Dortmund
11501;männlich;1990-08-01;Musterstraße 81;50667;Köln
11502;männlich;1954-11-02;Musterstraße 17;70173;Stuttgart
11503;männlich;1975-10-15;Musterstraße 31;44135;Dortmund
11504;männlich;1958-01-10;Musterstraße 58;10115;Berlin
11505;weiblich;1942-04-19;Musterstraße 50;45127;Essen
11506;divers;1954-08-19;Musterstraße 9;80331;München
11507;männlich;2000-10-01;Musterstraße 59;04109;Leipzig
11508;männlich;1961-01-19;Musterstraße 95;80331;München
11509;divers;2005-06-19;Musterstraße 62;80331;München
11510;weiblich;1994-07-30;Musterstraße 88;04109;Leipzig
11511;divers;1976-10-03;Musterstraße 29;50667;Köln
11512;divers;1989-12-31;Musterstraße 19;80331;München
11513;divers;1945-01-19;Musterstraße 84;80331;München
11514;divers;1982-08-02;Musterstraße 32;20095;Hamburg
11515;divers;1960-01-06;Musterstraße 18;20095;Hamburg
11516;weiblich;1983-12-26;Musterstraße 14;44135;Dortmund
11517;weiblich;1966-11-08;Musterstraße 15;70173;Stuttgart
11518;divers;1984-02-19;Musterstraße 60;45127;Essen
11519;weiblich;1959-08-06;Musterstraße 7;80331;München
11520;männlich;2008-06-08;Musterstraße 89;44135;Dortmund
11521;weiblich;1941-04-18;Musterstraße 9;04109;Leipzig
11522;divers;1991-05-16;Musterstraße 78;60311;Frankfurt
11523;männlich;2000-08-30;Musterstraße 61;70173;Stuttgart
11524;männlich;1959-05-23;Musterstraße 96;20095;Hamburg
11525;divers;1993-04-16;Musterstraße 41;10115;Berlin
11526;divers;1981-11-06;Musterstraße 76;80331;München
11527;divers;1946-11-20;Musterstraße 35;20095;Hamburg
11528;weiblich;1968-01-11;Musterstraße 8;10115;Berlin
11529;männlich;1998-01-14;Musterstraße 28;50667;Köln
11530;weiblich;1986-10-26;Musterstraße 23;04109;Leipzig
11531;männlich;1978-03-09;Musterstraße 1;40213;Düsseldorf
11532;divers;1947-10-08;Musterstraße 93;40213;Düsseldorf
11533;männlich;1954-07-14;Musterstraße 98;80331;München
11534;divers;1992-01-31;Musterstraße 28;44135;Dortmund
11535;divers;1981-01-09;Musterstraße 85;70173;Stuttgart
11536;männlich;1983-03-01;Musterstraße 49;45127;Essen
11537;divers;1998-02-15;Musterstraße 72;60311;Frankfurt
11538;weiblich;1947-04-02;Musterstraße 98;04109;Leipzig
11539;weiblich;1945-12-04;Musterstraße 35;04109;Leipzig
11540;männlich;1949-01-04;Musterstraße 26;40213;Düsseldorf
11541;divers;2003-01-01;Musterstraße 73;70173;Stuttgart
11542;divers;1954-06-08;Musterstraße 33;60311;Frankfurt
11543;männlich;1979-08-25;Musterstraße 46;44135;Dortmund
11544;männlich;1971-08-11;Musterstraße 10;04109;Leipzig
11545;divers;1980-09-02;Musterstraße 91;40213;Düsseldorf
11546;divers;1991-11-09;Musterstraße 77;04109;Leipzig
11547;weiblich;1954-08-15;Musterstraße 12;44135;Dortmund
11548;männlich;2002-05-31;Musterstraße 33;70173;Stuttgart
11549;divers;1983-01-10;Musterstraße 6;50667;Köln
11550;weiblich;1946-05-17;Musterstraße 61;60311;Frankfurt
11551;weiblich;1943-08-13;Musterstraße 19;60311;Frankfurt
11552;divers;1940-02-17;Musterstraße 97;44135;Dortmund
11553;divers;1961-11-26;Musterstraße 35;10115;Berlin
11554;männlich;1996-01-25;Musterstraße 97;50667;Köln
11555;männlich;1970-07-01;Musterstraße 29;40213;Düsseldorf
11556;divers;1987-02-19;Musterstraße 3;40213;Düsseldorf
11557;männlich;1988-02-17;Musterstraße 62;50667;Köln
11558;männlich;1964-10-02;Musterstraße 82;45127;Essen
11559;männlich;1997-08-23;Musterstraße 18;60311;Frankfurt
11560;weiblich;2007-01-15;Musterstraße 35;45127;Essen
11561;weiblich;1980-10-13;Musterstraße 52;10115;Berlin
11562;divers;1989-02-12;Musterstraße 11;80331;München
11563;weiblich;1990-07-13;Musterstraße 20;40213;Düsseldorf
11564;weiblich;1954-02-12;Musterstraße 69;70173;Stuttgart
11565;divers;1960-07-08;Musterstraße 64;04109;Leipzig
11566;divers;1947-04-05;Musterstraße 59;70173;Stuttgart
11567;männlich;1990-05-20;Musterstraße 11;44135;Dortmund
11568;divers;1982-09-06;Musterstraße 53;20095;Hamburg
11569;männlich;2005-05-19;Musterstraße 83;40213;Düsseldorf
11570;männlich;1981-01-30;Musterstraße 43;44135;Dortmund
11571;divers;1975-05-16;Musterstraße 6;70173;Stuttgart
11572;weiblich;1974-10-02;Musterstraße 4;40213;Düsseldorf
11573;männlich;1988-05-23;Musterstraße 2;60311;Frankfurt
11574;divers;1981-06-10;Musterstraße 76;44135;Dortmund
11575;weiblich;1954-09-06;Musterstraße 25;60311;Frankfurt
11576;männlich;1975-07-06;Musterstraße 53;50667;Köln
11577;männlich;1946-12-26;Musterstraße 78;10115;Berlin
11578;männlich;2001-06-09;Musterstraße 62;80331;München
11579;divers;1944-11-16;Musterstraße 33;40213;Düsseldorf
11580;weiblich;1940-01-13;Musterstraße 52;60311;Frankfurt
11581;männlich;1964-08-06;Musterstraße 74;44135;Dortmund
11582;männlich;1987-11-02;Musterstraße 8;50667;Köln
11583;divers;1993-03-01;Musterstraße 18;20095;Hamburg
11584;weiblich;1994-11-12;Musterstraße 82;45127;Essen
11585;männlich;1941-08-25;Musterstraße 27;45127;Essen
11586;weiblich;1942-07-11;Musterstraße 22;20095;Hamburg
11587;divers;1948-04-18;Musterstraße 13;40213;Düsseldorf
11588;männlich;1981-07-04;Musterstraße 56;10115;Berlin
11589;divers;1951-06-22;Musterstraße 34;44135;Dortmund
11590;weiblich;1995-12-15;Musterstraße 73;60311;Frankfurt
11591;weiblich;1978-07-20;Musterstraße 87;45127;Essen
11592;männlich;1968-01-26;Musterstraße 80;60311;Frankfurt
11593;divers;1961-09-20;Musterstraße 91;45127;Essen
11594;divers;2002-11-11;Musterstraße 25;44135;Dortmund
11595;männlich;1949-01-14;Musterstraße 42;45127;Essen
11596;männlich;1983-01-30;Musterstraße 33;50667;Köln
11597;männlich;1975-05-07;Musterstraße 55;40213;Düsseldorf
11598;divers;1994-06-20;Musterstraße 67;20095;Hamburg
11599;weiblich;1989-12-27;Musterstraße 91;20095;Hamburg
11600;divers;2002-09-27;Musterstraße 1;45127;Essen
11601;männlich;2007-12-10;Musterstraße 9;44135;Dortmund
11602;weiblich;1978-06-07;Musterstraße 50;04109;Leipzig
11603;männlich;1986-04-19;Musterstraße 52;45127;Essen
11604;männlich;2000-02-26;Musterstraße 35;10115;Berlin
11605;divers;1954-07-01;Musterstraße 32;80331;München
11606;weiblich;1992-07-27;Musterstraße 89;20095;Hamburg
11607;weiblich;1971-09-23;Musterstraße 33;60311;Frankfurt
11608;weiblich;1953-01-10;Musterstraße 24;45127;Essen
11609;männlich;1981-12-21;Musterstraße 94;50667;Köln
11610;weiblich;1943-03-30;Musterstraße 79;44135;Dortmund
11611;weiblich;2007-03-31;Musterstraße 24;20095;Hamburg
11612;weiblich;1963-04-06;Musterstraße 87;45127;Essen
11613;männlich;1965-05-13;Musterstraße 8;44135;Dortmund
11614;weiblich;1949-12-23;Musterstraße 73;45127;Essen
11615;divers;1977-07-13;Musterstraße 34;04109;Leipzig
11616;männlich;1953-07-02;Musterstraße 36;20095;Hamburg
11617;männlich;1974-08-17;Musterstraße 46;70173;Stuttgart
11618;divers;1981-06-02;Musterstraße 43;40213;Düsseldorf
11619;weiblich;1979-03-03;Musterstraße 63;45127;Essen
11620;divers;2009-05-26;Musterstraße 76;40213;Düsseldorf
11621;männlich;1940-01-16;Musterstraße 34;50667;Köln
11622;divers;1995-04-14;Musterstraße 48;04109;Leipzig
11623;männlich;1942-01-21;Musterstraße 84;80331;München
11624;männlich;1968-08-17;Musterstraße 33;40213;Düsseldorf
11625;weiblich;2000-05-09;Musterstraße 51;70173;Stuttgart
11626;divers;2003-01-29;Musterstraße 53;20095;Hamburg
11627;weiblich;2003-12-20;Musterstraße 79;45127;Essen
11628;männlich;1951-09-28;Musterstraße 83;20095;Hamburg
11629;divers;1959-07-26;Musterstraße 18;04109;Leipzig
11630;weiblich;1970-10-14;Musterstraße 30;44135;Dortmund
11631;weiblich;2003-01-19;Musterstraße 86;80331;München
11632;männlich;1946-08-24;Musterstraße 58;70173;Stuttgart
11633;weiblich;1991-06-04;Musterstraße 3;50667;Köln
11634;divers;1996-12-22;Musterstraße 95;50667;Köln
11635;divers;1976-04-15;Musterstraße 51;45127;Essen
11636;männlich;1981-01-15;Musterstraße 9;50667;Köln
11637;divers;1958-04-01;Musterstraße 88;40213;Düsseldorf
11638;männlich;1967-03-25;Musterstraße 98;70173;Stuttgart
11639;weiblich;1954-09-14;Musterstraße 72;20095;Hamburg
11640;weiblich;1964-09-06;Musterstraße 50;60311;Frankfurt
11641;weiblich;2002-06-23;Musterstraße 17;04109;Leipzig
11642;männlich;1981-04-01;Musterstraße 41;80331;München
11643;divers;1962-12-10;Musterstraße 54;10115;Berlin
11644;männlich;1992-11-11;Musterstraße 49;40213;Düsseldorf
11645;divers;1975-07-29;Musterstraße 9;60311;Frankfurt
11646;weiblich;2000-01-28;Musterstraße 3;70173;Stuttgart
11647;divers;2006-04-10;Musterstraße 60;45127;Essen
11648;divers;2004-03-11;Musterstraße 6;20095;Hamburg
11649;divers;1954-09-05;Musterstraße 30;45127;Essen
11650;divers;1978-02-13;Musterstraße 64;20095;Hamburg
11651;divers;1971-06-17;Musterstraße 40;50667;Köln
11652;weiblich;1951-10-20;Musterstraße 23;04109;Leipzig
11653;weiblich;2006-10-16;Musterstraße 42;10115;Berlin
11654;männlich;1974-03-18;Musterstraße 76;20095;Hamburg
11655;divers;1984-05-29;Musterstraße 57;20095;Hamburg
11656;weiblich;1986-05-31;Musterstraße 41;45127;Essen
11657;divers;1948-01-30;Musterstraße 65;04109;Leipzig
11658;divers;1988-07-02;Musterstraße 11;45127;Essen
11659;männlich;1976-12-17;Musterstraße 63;44135;Dortmund
11660;weiblich;1954-06-27;Musterstraße 86;45127;Essen
11661;weiblich;1985-01-26;Musterstraße 25;04109;Leipzig
11662;divers;1949-06-16;Musterstraße 6;40213;Düsseldorf
11663;männlich;1989-06-08;Musterstraße 13;80331;München
11664;divers;1987-10-19;Musterstraße 30;20095;Hamburg
11665;weiblich;1948-01-13;Musterstraße 53;40213;Düsseldorf
11666;divers;1963-02-27;Musterstraße 3;50667;Köln
11667;männlich;1987-08-06;Musterstraße 10;45127;Essen
11668;männlich;2008-06-05;Musterstraße 46;60311;Frankfurt
11669;männlich;1945-10-31;Musterstraße 14;20095;Hamburg
11670;männlich;1980-03-22;Musterstraße 85;50667;Köln
11671;divers;1979-11-20;Musterstraße 76;70173;Stuttgart
11672;divers;1962-05-08;Musterstraße 99;20095;Hamburg
11673;divers;1948-01-24;Musterstraße 53;50667;Köln
11674;männlich;1987-03-28;Musterstraße 59;80331;München
11675;männlich;1965-04-07;Musterstraße 48;44135;Dortmund
11676;divers;1967-04-06;Musterstraße 87;20095;Hamburg
11677;männlich;1966-08-09;Musterstraße 59;80331;München
11678;divers;1971-01-24;Musterstraße 15;10115;Berlin
11679;divers;1966-06-30;Musterstraße 85;60311;Frankfurt
11680;divers;1957-11-28;Musterstraße 92;80331;München
11681;weiblich;1988-12-25;Musterstraße 51;44135;Dortmund
11682;weiblich;1973-10-03;Musterstraße 64;50667;Köln
11683;männlich;1973-01-06;Musterstraße 58;20095;Hamburg
11684;divers;2005-07-03;Musterstraße 57;20095;Hamburg
11685;männlich;2009-04-09;Musterstraße 96;40213;Düsseldorf
11686;weiblich;1989-12-01;Musterstraße 73;20095;Hamburg
11687;weiblich;1999-10-27;Musterstraße 57;80331;München
11688;männlich;1995-07-20;Musterstraße 64;60311;Frankfurt
11689;divers;1983-03-18;Musterstraße 76;45127;Essen
11690;divers;1991-10-01;Musterstraße 53;70173;Stuttgart
11691;weiblich;2006-03-09;Musterstraße 90;80331;München
11692;divers;1977-12-16;Musterstraße 3;20095;Hamburg
11693;divers;1964-01-15;Musterstraße 9;10115;Berlin
11694;männlich;1991-10-10;Musterstraße 7;04109;Leipzig
11695;weiblich;1996-06-13;Musterstraße 86;20095;Hamburg
11696;weiblich;1967-07-06;Musterstraße 67;10115;Berlin
11697;männlich;1970-03-25;Musterstraße 45;40213;Düsseldorf
11698;divers;1950-07-16;Musterstraße 84;60311;Frankfurt
11699;männlich;1993-02-27;Musterstraße 3;50667;Köln
11700;divers;1962-08-14;Musterstraße 58;70173;Stuttgart
11701;männlich;1958-04-19;Musterstraße 36;70173;Stuttgart
11702;divers;1967-12-20;Musterstraße 12;20095;Hamburg
11703;weiblich;1985-01-09;Musterstraße 33;40213;Düsseldorf
11704;weiblich;1958-03-18;Musterstraße 85;60311;Frankfurt
11705;männlich;1979-01-14;Musterstraße 27;70173;Stuttgart
11706;divers;1978-12-01;Musterstraße 10;44135;Dortmund
11707;divers;1986-08-24;Musterstraße 99;40213;Düsseldorf
11708;divers;2009-09-30;Musterstraße 2;50667;Köln
11709;weiblich;1991-10-09;Musterstraße 87;10115;Berlin
11710;divers;1946-11-05;Musterstraße 93;50667;Köln
11711;divers;1989-08-09;Musterstraße 25;50667;Köln
11712;männlich;2002-04-10;Musterstraße 8;20095;Hamburg
11713;divers;1964-04-28;Musterstraße 78;10115;Berlin
11714;männlich;1967-02-09;Musterstraße 23;70173;Stuttgart
11715;weiblich;1995-12-04;Musterstraße 96;50667;Köln
11716;weiblich;1975-04-06;Musterstraße 39;20095;Hamburg
11717;männlich;1987-07-10;Musterstraße 70;80331;München
11718;männlich;1985-01-18;Musterstraße 21;44135;Dortmund
11719;weiblich;1942-06-27;Musterstraße 90;10115;Berlin
11720;divers;1986-10-10;Musterstraße 77;45127;Essen
11721;divers;1941-09-11;Musterstraße 57;70173;Stuttgart
11722;männlich;1944-12-04;Musterstraße 33;60311;Frankfurt
11723;weiblich;2000-12-04;Musterstraße 37;04109;Leipzig
11724;weiblich;1993-04-29;Musterstraße 30;45127;Essen
11725;männlich;1965-05-23;Musterstraße 70;70173;Stuttgart
11726;weiblich;1957-08-30;Musterstraße 31;70173;Stuttgart
11727;männlich;2006-04-07;Musterstraße 56;45127;Essen
11728;weiblich;1951-02-12;Musterstraße 77;60311;Frankfurt
11729;weiblich;2000-04-27;Musterstraße 55;60311;Frankfurt
11730;männlich;1980-08-25;Musterstraße 44;45127;Essen
11731;männlich;2006-11-29;Musterstraße 66;80331;München
11732;weiblich;1963-02-24;Musterstraße 13;04109;Leipzig
11733;männlich;1989-10-17;Musterstraße 57;45127;Essen
11734;divers;1940-09-12;Musterstraße 44;45127;Essen
11735;divers;1998-09-22;Musterstraße 23;20095;Hamburg
11736;divers;2000-08-23;Musterstraße 35;70173;Stuttgart
11737;weiblich;1974-11-28;Musterstraße 55;45127;Essen
11738;männlich;2009-03-22;Musterstraße 3;45127;Essen
11739;männlich;1969-11-11;Musterstraße 27;40213;Düsseldorf
11740;divers;1980-01-30;Musterstraße 32;70173;Stuttgart
11741;divers;2002-05-02;Musterstraße 12;04109;Leipzig
11742;weiblich;1980-04-30;Musterstraße 47;20095;Hamburg
11743;männlich;1972-02-17;Musterstraße 5;80331;München
11744;divers;1944-07-27;Musterstraße 55;70173;Stuttgart
11745;divers;2000-07-27;Musterstraße 45;70173;Stuttgart
11746;männlich;2003-12-19;Musterstraße 47;45127;Essen
11747;weiblich;2006-03-17;Musterstraße 96;60311;Frankfurt
11748;männlich;1950-10-02;Musterstraße 28;45127;Essen
11749;weiblich;2009-01-28;Musterstraße 19;60311;Frankfurt
11750;divers;1975-08-20;Musterstraße 82;70173;Stuttgart
11751;männlich;2008-01-10;Musterstraße 42;10115;Berlin
11752;männlich;1975-11-04;Musterstraße 17;20095;Hamburg
11753;weiblich;1953-01-17;Musterstraße 4;04109;Leipzig
11754;divers;1959-05-30;Musterstraße 45;10115;Berlin
11755;weiblich;1953-09-09;Musterstraße 15;80331;München
11756;divers;1948-01-04;Musterstraße 94;45127;Essen
11757;männlich;1945-05-25;Musterstraße 99;70173;Stuttgart
11758;divers;1979-01-30;Musterstraße 84;80331;München
11759;divers;1976-09-12;Musterstraße 59;80331;München
11760;divers;1954-09-25;Musterstraße 60;45127;Essen
11761;weiblich;1971-03-04;Musterstraße 77;70173;Stuttgart
11762;weiblich;2001-10-25;Musterstraße 26;70173;Stuttgart
11763;weiblich;1976-07-19;Musterstraße 52;20095;Hamburg
11764;divers;1957-08-31;Musterstraße 25;60311;Frankfurt
11765;männlich;1986-07-22;Musterstraße 45;40213;Düsseldorf
11766;divers;1957-12-15;Musterstraße 42;70173;Stuttgart
11767;männlich;1968-12-03;Musterstraße 26;50667;Köln
11768;divers;1983-06-24;Musterstraße 33;40213;Düsseldorf
11769;divers;2008-09-13;Musterstraße 93;20095;Hamburg
11770;männlich;1969-04-13;Musterstraße 8;60311;Frankfurt
11771;weiblich;1954-03-18;Musterstraße 6;10115;Berlin
11772;divers;1991-05-01;Musterstraße 20;80331;München
11773;männlich;1949-03-21;Musterstraße 40;44135;Dortmund
11774;divers;1953-02-08;Musterstraße 36;60311;Frankfurt
11775;divers;1941-05-15;Musterstraße 94;60311;Frankfurt
11776;männlich;1954-09-07;Musterstraße 16;70173;Stuttgart
11777;männlich;1997-08-26;Musterstraße 31;70173;Stuttgart
11778;männlich;2004-12-06;Musterstraße 81;40213;Düsseldorf
11779;männlich;1955-05-10;Musterstraße 65;45127;Essen
11780;weiblich;1948-01-19;Musterstraße 57;80331;München
11781;männlich;1953-07-15;Musterstraße 29;45127;Essen
11782;weiblich;1992-11-26;Musterstraße 63;70173;Stuttgart
11783;weiblich;1961-11-19;Musterstraße 91;80331;München
11784;weiblich;1994-01-25;Musterstraße 19;10115;Berlin
11785;männlich;1967-04-03;Musterstraße 64;80331;München
11786;divers;1945-09-07;Musterstraße 87;40213;Düsseldorf
11787;weiblich;2000-12-01;Musterstraße 51;10115;Berlin
11788;weiblich;1983-08-07;Musterstraße 33;04109;Leipzig
11789;weiblich;1985-01-11;Musterstraße 88;20095;Hamburg
11790;männlich;1961-07-11;Musterstraße 76;60311;Frankfurt
11791;divers;1947-07-28;Musterstraße 13;80331;München
11792;männlich;2008-09-11;Musterstraße 72;20095;Hamburg
11793;divers;1940-01-06;Musterstraße 11;60311;Frankfurt
11794;männlich;1963-12-14;Musterstraße 37;04109;Leipzig
11795;männlich;1987-11-02;Musterstraße 46;50667;Köln
11796;divers;1990-08-17;Musterstraße 13;50667;Köln
11797;divers;1978-05-25;Musterstraße 36;80331;München
11798;weiblich;1944-12-16;Musterstraße 93;60311;Frankfurt
11799;männlich;1964-11-24;Musterstraße 88;20095;Hamburg
11800;divers;1983-08-13;Musterstraße 49;44135;Dortmund
11801;divers;2008-06-22;Musterstraße 64;50667;Köln
11802;weiblich;1992-10-04;Musterstraße 75;60311;Frankfurt
11803;divers;2003-02-16;Musterstraße 40;44135;Dortmund
11804;weiblich;1945-07-30;Musterstraße 99;60311;Frankfurt
11805;männlich;1984-02-04;Musterstraße 88;70173;Stuttgart
11806;männlich;1963-08-28;Musterstraße 89;70173;Stuttgart
11807;weiblich;1983-08-29;Musterstraße 39;10115;Berlin
11808;weiblich;1979-06-20;Musterstraße 36;60311;Frankfurt
11809;divers;1970-07-05;Musterstraße 2;45127;Essen
11810;männlich;1993-03-24;Musterstraße 75;44135;Dortmund
11811;weiblich;1994-01-03;Musterstraße 44;50667;Köln
11812;weiblich;1998-10-15;Musterstraße 47;70173;Stuttgart
11813;männlich;2009-03-20;Musterstraße 62;70173;Stuttgart
